TAIL_NUMBER,AVG_DELAY,PROPAGATION_COUNT,TOTAL_FLIGHTS
N13969,8.969604863221884,27,329
N953DN,10.531365313653136,27,271
N963DN,6.783783783783784,27,296
N809JB,22.05263157894737,27,190
N338NB,14.465384615384615,27,260
N8621A,8.35438596491228,27,285
N609SW,11.264044943820224,27,178
N78285,18.86466165413534,27,133
N22971,10.014814814814814,27,270
N792SW,7.617977528089888,27,356
N419UA,19.302325581395348,27,172
N68823,15.925,27,200
N803SK,7.148550724637682,27,276
N8645A,7.9125874125874125,27,286
N848AS,9.263157894736842,27,266
N961DN,6.211038961038961,27,308
N805JB,13.938547486033519,27,179
N68834,40.59139784946237,27,93
N708SK,12.766129032258064,27,248
N4XFAA,14.907630522088354,27,249
N424UA,17.798780487804876,27,164
N910DN,12.335849056603774,27,265
N8307K,9.115789473684211,27,285
N7716A,10.382352941176471,26,340
N33284,13.25130890052356,26,191
N984DL,12.479674796747968,26,246
N12157,10.212355212355213,26,259
N930DL,14.956834532374101,26,278
N926AT,11.83380281690141,26,355
N807UA,8.467532467532468,26,231
N806AW,9.464285714285714,26,280
N944DL,14.59546925566343,26,309
N12175,16.987068965517242,26,232
N941FR,15.261682242990654,26,214
N4XMAA,14.852380952380953,26,210
N992DL,9.094202898550725,26,276
N924AT,9.523668639053254,26,338
N478UA,15.760204081632653,26,196
N37422,18.76158940397351,26,151
N334NB,9.073529411764707,26,272
N914DE,13.97682119205298,26,302
N778SK,8.532818532818533,26,259
N643SW,10.526785714285714,26,224
N78506,17.77358490566038,26,159
N939WN,7.881401617250674,26,371
N987AT,6.794666666666667,26,375
N654SW,8.029325513196481,26,341
N964DN,7.735099337748345,26,302
N940DN,7.377300613496932,26,326
N843UA,10.779220779220779,26,231
N4XVAA,9.683544303797468,26,237
N17244,18.15343915343915,26,189
N4XPAA,12.323529411764707,26,204
N913JB,24.96747967479675,26,123
N7727A,5.244252873563219,26,348
N16976,6.130563798219584,26,337
N4XHAA,14.9031007751938,26,258
N33182,12.815450643776824,26,233
N8982A,4.844512195121951,26,328
N919DN,16.709923664122137,26,131
N951DN,12.527472527472527,26,273
N438SW,13.168195718654435,26,327
N916DN,8.944805194805195,26,308
N69813,13.585492227979275,26,193
N579JB,17.754601226993866,26,163
N431UA,21.065656565656564,26,198
N624JB,16.95734597156398,26,211
N8610A,8.195286195286196,26,297
N274JB,15.197986577181208,26,298
N14972,8.319078947368421,26,304
N446WN,5.464788732394366,26,355
N978DL,10.05105105105105,26,333
N443UA,16.27173913043478,26,184
N652BR,8.77364864864865,26,296
N8628A,15.778625954198473,26,262
N855UA,15.19634703196347,26,219
N409UA,15.011049723756907,26,181
N266WN,7.6453900709219855,26,282
N13970,7.167224080267559,26,299
N8647A,8.881481481481481,26,270
N588NK,15.2991452991453,26,234
N949DN,5.726072607260726,26,303
N16112,15.925925925925926,26,243
N8648A,7.8021201413427566,26,283
N12564,10.246246246246246,26,333
N223AG,6.562091503267974,26,306
N3APAA,12.93467336683417,26,199
N14188,11.342960288808664,26,277
N561SW,5.552529182879377,26,257
N14570,8.367521367521368,26,351
N37293,15.836158192090396,26,177
N14568,11.483870967741936,26,341
N856MQ,21.50657894736842,26,152
N232PQ,15.169565217391304,26,230
N24202,18.598870056497177,26,177
N895AT,10.42962962962963,26,270
N671MQ,18.560439560439562,26,182
N420UA,11.724770642201834,26,218
N709JB,14.108108108108109,26,185
N229WN,7.393939393939394,26,330
N23139,14.638009049773755,25,221
N607SK,3.496794871794872,25,312
N729JB,15.26923076923077,25,182
N73283,12.628415300546449,25,183
N782SK,11.8125,25,272
N23721,22.29801324503311,25,151
N845UA,12.059322033898304,25,236
N69830,21.008403361344538,25,119
N8618N,10.525179856115107,25,278
N989DL,9.031620553359684,25,253
N34111,11.526923076923078,25,260
N4UBAA,9.733576642335766,25,274
N4UCAA,12.013559322033899,25,295
N8604K,6.611111111111111,25,288
N17169,9.7680608365019,25,263
N26210,18.79891304347826,25,184
N4XBAA,15.656521739130435,25,230
N972DL,9.885350318471337,25,314
N809UA,13.4037558685446,25,213
N14171,9.583333333333334,25,264
N603JB,18.005714285714287,25,175
N258JB,8.155555555555555,25,315
N768SW,10.205223880597014,25,268
N7813P,6.644230769230769,25,312
N13968,5.6415094339622645,25,318
N76288,24.303225806451614,25,155
N941DN,10.27927927927928,25,222
N567AA,9.395348837209303,25,258
N316NB,9.656028368794326,25,282
N181UW,7.236734693877551,25,245
N633AA,23.857142857142858,25,133
N12552,7.221212121212122,25,330
N14920,4.235474006116208,25,327
N16918,6.061764705882353,25,340
N560AA,11.822393822393822,25,259
N559JB,12.45045045045045,25,222
N76504,15.176136363636363,25,176
N76505,12.176165803108809,25,193
N123UW,18.059405940594058,25,202
N12225,16.49079754601227,25,163
N901DE,10.778195488721805,25,266
N667MQ,10.944099378881987,25,161
N902DE,10.744755244755245,25,286
N853AA,20.343589743589742,25,195
N11565,8.35973597359736,25,303
N8319F,7.755395683453237,25,278
N941DL,10.029508196721311,25,305
N8312C,10.818897637795276,25,254
N906SW,3.2823834196891193,25,386
N514AA,13.532,25,250
N68802,13.993939393939394,25,165
N839AW,9.129251700680273,25,294
N11121,16.865168539325843,25,178
N961DL,7.857627118644068,25,295
N685BR,7.1101190476190474,25,336
N906DE,15.149659863945578,25,294
N583JB,16.08252427184466,25,206
N956DN,10.845323741007194,25,278
N777QC,8.038461538461538,25,338
N13118,20.68472906403941,25,203
N980EV,8.430939226519337,25,362
N522SW,3.329243353783231,25,489
N948DN,7.7269736842105265,25,304
N967DL,8.632530120481928,25,332
N7743B,8.075657894736842,25,304
N320NB,10.794979079497908,25,239
N952DN,9.325088339222615,25,283
N8640D,9.926470588235293,25,272
N478HA,-0.04435483870967742,25,496
N37420,18.027972027972027,25,143
N3MBAA,11.439252336448599,25,214
N373NW,13.036697247706423,25,218
N916WN,9.613475177304965,25,282
N915DL,11.144927536231885,25,276
N424AA,13.906976744186046,25,258
N913EV,2.2872062663185377,25,383
N389SW,9.365079365079366,25,189
N478AA,11.22972972972973,25,222
N3CKAA,13.183333333333334,25,180
N920AT,8.191616766467066,25,334
N924DL,9.046511627906977,25,301
N360NW,8.715909090909092,25,264
N407UA,25.597560975609756,25,164
N3CFAA,15.789772727272727,25,176
N373SW,19.1484375,25,128
N925DN,8.501706484641637,25,293
N416SW,17.337719298245613,25,228
N37273,23.446540880503143,25,159
N982DL,12.867132867132867,24,286
N791AS,4.148387096774194,24,310
N14558,5.652421652421652,24,351
N468UA,13.325471698113208,24,212
N37281,18.566929133858267,24,127
N79279,31.104761904761904,24,105
N809SK,10.891447368421053,24,304
N3CAAA,10.863636363636363,24,176
N851UA,15.585253456221198,24,217
N3BEAA,18.707602339181285,24,171
N7731A,10.0990990990991,24,222
N584JB,13.404761904761905,24,168
N564AA,8.797297297297296,24,222
N282WN,7.032738095238095,24,336
N314NB,10.004784688995215,24,209
N469UA,9.923076923076923,24,208
N292JB,6.638036809815951,24,326
N37465,12.0,24,158
N935AT,7.159663865546219,24,357
N335NB,9.342465753424657,24,292
N219WN,5.71301775147929,24,338
N748UW,6.920138888888889,24,288
N3CGAA,15.48792270531401,24,207
N147PQ,10.862222222222222,24,225
N521NK,9.501730103806228,24,289
N14731,20.40993788819876,24,161
N75861,23.397058823529413,24,136
N69806,14.545454545454545,24,154
N635JB,16.086486486486486,24,185
N357NB,8.423387096774194,24,248
N11206,12.518072289156626,24,166
N11137,11.82442748091603,24,262
N128SY,15.773869346733669,24,199
N11199,8.770428015564203,24,257
N756AS,12.448717948717949,24,234
N16147,11.420289855072463,24,276
N639JB,17.025641025641026,24,195
N837UA,14.198979591836734,24,196
N741SA,10.939086294416244,24,197
N555AA,10.638392857142858,24,224
N582AA,8.197530864197532,24,243
N4XWAA,17.753968253968253,24,252
N932WN,9.690625,24,320
N374JB,7.927272727272728,24,275
N537JB,13.448717948717949,24,234
N7712G,7.298816568047338,24,338
N944DN,18.910204081632653,24,245
N3DJAA,10.938547486033519,24,179
N685MQ,13.722689075630251,24,119
N516JB,17.386206896551723,24,145
N543UA,13.45664739884393,24,173
N188US,14.875,24,208
N687SW,15.292929292929292,24,99
N904DA,17.843478260869563,24,230
N950DN,11.501628664495113,24,307
N14905,16.17222222222222,24,180
N842UA,12.85972850678733,24,221
N943DN,8.930379746835444,24,316
N780SK,6.442687747035573,24,253
N3EKAA,19.253886010362695,24,193
N538CA,8.122448979591837,24,245
N599JB,14.8,24,170
N821AS,5.074358974358974,24,390
N655WN,18.144,24,125
N422UA,11.350253807106599,24,197
N655JB,12.879227053140097,24,207
N717UW,6.140684410646388,24,263
N586AA,23.765799256505577,24,269
N942DL,9.85953177257525,24,299
N498UA,15.607655502392344,24,209
N16183,9.558823529411764,24,238
N368NB,13.160337552742616,24,237
N461WN,6.480597014925373,24,335
N850AA,14.132978723404255,24,188
N935DL,9.717241379310344,24,290
N8614M,11.007168458781361,24,279
N75425,16.714285714285715,24,175
N912DE,9.495145631067961,24,309
N161PQ,6.022641509433963,24,265
N937DL,10.636363636363637,24,319
N797AS,6.260700389105058,24,257
N8316H,12.728,24,250
N187PQ,6.365384615384615,24,312
N8305E,12.266129032258064,24,248
N410UA,13.730392156862745,24,204
N439AA,10.103734439834025,24,241
N109UW,9.046413502109704,24,237
N8311Q,9.265873015873016,24,252
N477AA,9.154981549815497,24,271
N499WN,11.0,24,239
N53442,17.666666666666668,24,153
N432WN,8.428015564202335,24,257
N952UW,8.601246105919003,23,321
N565AA,6.74,23,250
N915US,9.864,23,250
N896AT,11.9375,23,256
N36207,14.333333333333334,23,180
N816UA,9.81140350877193,23,228
N68822,19.004807692307693,23,208
N77867,16.3515625,23,128
N67827,16.495098039215687,23,204
N153PQ,13.045454545454545,23,242
N967WN,4.8419618528610355,23,367
N968DL,11.717241379310344,23,290
N7725A,12.21656050955414,23,157
N118US,14.634703196347031,23,219
N903DA,12.486891385767791,23,267
N464UA,17.95767195767196,23,189
N207WN,9.192592592592593,23,270
N765SK,7.364372469635628,23,247
N466UA,11.765625,23,192
N203JB,8.82484076433121,23,314
N408UA,8.265402843601896,23,211
N820MQ,16.27173913043478,23,184
N943DL,8.745874587458745,23,303
N911DL,6.882539682539683,23,315
N467UA,16.149253731343283,23,201
N829UA,12.425619834710744,23,242
N3BMAA,17.47093023255814,23,172
N11548,5.070769230769231,23,325
N630SK,2.976401179941003,23,339
N472AA,10.83495145631068,23,206
N361NW,14.051401869158878,23,214
N218AG,5.166666666666667,23,276
N523VA,13.432900432900434,23,231
N629JB,10.809045226130653,23,199
N471AA,6.287313432835821,23,268
N957DL,11.109271523178808,23,302
N966DL,12.329710144927537,23,276
N966WN,5.518987341772152,23,395
N632SK,4.131832797427653,23,311
N11535,6.482876712328767,23,292
N956UW,5.40625,23,288
N527VA,15.025510204081632,23,196
N461UA,15.682692307692308,23,208
N694SW,11.431506849315069,23,146
N16234,23.640287769784173,23,139
N11109,10.250950570342205,23,263
N4YAAA,12.49808429118774,23,261
N919DE,10.609154929577464,23,284
N27190,8.910394265232975,23,279
N4XGAA,9.396313364055299,23,217
N662JB,9.905027932960893,23,179
N271LV,6.130434782608695,23,345
N8612K,8.040740740740741,23,270
N442UA,13.621621621621621,23,185
N4YCAA,15.5,23,202
N3748Y,18.77777777777778,23,171
N793JB,14.484848484848484,23,231
N179UW,13.773333333333333,23,225
N4YSAA,7.134328358208955,23,201
N4YTAA,14.981042654028435,23,211
N429UA,12.203125,23,192
N429SW,6.565573770491803,23,244
N742SK,10.29642857142857,23,280
N368NW,11.28125,23,256
N995AT,7.318181818181818,23,330
N73251,14.0625,23,192
N807JB,10.619909502262443,23,221
N974EV,8.382911392405063,23,316
N5CRAA,26.418439716312058,23,141
N651JB,13.013953488372094,23,215
N8644C,10.40484429065744,23,289
N494CA,5.479166666666667,23,288
N494UA,8.00943396226415,23,212
N65832,12.591346153846153,23,208
N369NW,8.984555984555984,23,259
N3DLAA,18.755681818181817,23,176
N712TW,22.81578947368421,23,152
N799AS,11.984126984126984,23,252
N915AT,12.824137931034484,23,290
N843MQ,13.174157303370787,23,178
N176PQ,13.282700421940929,23,237
N8649A,10.055172413793104,23,290
N705AS,6.713114754098361,23,244
N4YDAA,12.207207207207206,23,222
N24729,21.570552147239265,23,163
N889AS,3.3026315789473686,23,380
N37290,16.51298701298701,23,154
N832UA,14.37799043062201,23,209
N947DL,11.91554054054054,23,296
N571AA,12.808035714285714,23,224
N3FDAA,13.33774834437086,23,151
N75426,19.958620689655174,23,145
N24211,14.008547008547009,23,117
N338NW,13.63265306122449,23,196
N33294,13.848958333333334,23,192
N960DL,14.7679180887372,23,293
N45440,11.892215568862275,23,167
N33203,12.696428571428571,23,168
N16546,6.081570996978852,23,331
N24224,16.562162162162164,22,185
N981EV,7.756457564575646,22,271
N547AA,9.37269372693727,22,271
N14179,6.006622516556291,22,302
N591JB,11.425531914893616,22,188
N76523,15.544943820224718,22,178
N547UA,12.711229946524064,22,187
N548CA,6.120588235294117,22,340
N572UW,12.244635193133048,22,233
N21154,8.234817813765183,22,247
N13132,9.108,22,250
N950DL,10.582142857142857,22,280
N69838,14.736040609137056,22,197
N955DL,12.137809187279151,22,283
N590AA,7.433460076045628,22,263
N23707,20.256410256410255,22,156
N8643A,9.124555160142348,22,281
N8627B,8.252830188679246,22,265
N768AS,2.161184210526316,22,304
N713SW,8.242753623188406,22,276
N8641B,9.32876712328767,22,292
N608SK,5.906832298136646,22,322
N724SW,12.447852760736197,22,163
N14105,8.796296296296296,22,216
N3GJAA,11.146067415730338,22,178
N722US,6.2727272727272725,22,242
N8651A,11.218978102189782,22,274
N3AVAA,11.421686746987952,22,166
N36476,17.112994350282484,22,177
N559UW,9.850622406639005,22,241
N75432,17.685314685314687,22,143
N827UA,9.004504504504505,22,222
N87507,11.693181818181818,22,176
N824UA,11.591489361702127,22,235
N412UA,17.67391304347826,22,184
N451UA,9.363157894736842,22,190
N583AA,9.398373983739837,22,246
N706AS,5.088737201365188,22,293
N554WN,7.665354330708661,22,254
N13750,18.90751445086705,22,173
N578AA,10.047368421052632,22,190
N829AW,6.20979020979021,22,286
N909DA,12.155893536121672,22,263
N14977,8.907142857142857,22,280
N13550,6.12621359223301,22,309
N3CJAA,12.436708860759493,22,158
N216AG,13.18139534883721,22,215
N433LV,13.844827586206897,22,174
N37252,14.793814432989691,22,194
N744SW,4.606606606606607,22,333
N750SK,17.523560209424083,22,191
N14214,15.358024691358025,22,162
N574AA,23.238888888888887,22,180
N901WN,8.248387096774193,22,310
N920DE,8.971428571428572,22,280
N75854,15.930232558139535,22,129
N575AA,5.154676258992806,22,278
N452UA,13.228260869565217,22,184
N899AT,12.706896551724139,22,290
N440UA,14.580188679245284,22,212
N934AT,6.623595505617978,22,356
N970DL,10.336879432624114,22,282
N746UW,5.945945945945946,22,296
N934DL,12.716723549488055,22,293
N719EV,12.241545893719806,22,207
N275WN,7.597014925373134,22,268
N852MQ,21.416666666666668,22,96
N844UA,20.312217194570135,22,221
N10575,5.126888217522659,22,331
N839UA,10.714285714285714,22,217
N520SW,4.143459915611814,22,474
N347NW,11.386243386243386,22,189
N629BR,6.832844574780059,22,341
N680AW,14.056872037914692,22,211
N937DN,6.839622641509434,22,318
N34460,16.856209150326798,22,153
N815UA,13.668122270742359,22,229
N34110,8.76954732510288,22,243
N77295,11.893617021276595,22,188
N8329B,9.530909090909091,22,275
N528VA,5.892241379310345,22,232
N182UW,7.921951219512195,22,205
N805SK,7.800738007380073,22,271
N16571,6.406360424028269,22,283
N475AA,14.39179104477612,22,268
N528CA,10.906896551724138,22,290
N3HDAA,14.121693121693122,22,189
N7734H,9.412307692307692,22,325
N914DL,7.763698630136986,22,292
N38458,10.779761904761905,22,168
N176UW,10.172222222222222,22,180
N915DE,6.124600638977636,22,313
N627JB,11.169398907103826,22,183
N480UA,10.788461538461538,22,208
N17229,14.596491228070175,22,171
N913DN,9.563333333333333,22,300
N66837,17.65142857142857,22,175
N836AW,8.281021897810218,22,274
N165US,15.038135593220339,22,236
N38257,19.419753086419753,22,162
N958DN,12.763837638376383,22,271
N3HVAA,12.651515151515152,22,198
N8326F,12.698245614035088,22,285
N491HA,-0.1850282485875706,22,708
N928WN,8.83879781420765,22,366
N523SW,2.7279843444227008,22,511
N12166,7.569105691056911,22,246
N935DN,6.393939393939394,22,297
N840UA,13.085427135678392,22,199
N808UA,14.314285714285715,22,210
N186PQ,6.0524475524475525,22,286
N852UA,12.20704845814978,22,227
N78866,20.3781512605042,22,119
N490AA,6.962121212121212,22,264
N962DL,5.859934853420196,22,307
N473UA,17.960526315789473,22,152
N16541,8.603603603603604,22,222
N477WN,5.925465838509317,22,322
N8327A,6.287769784172662,21,278
N836UA,15.02,21,200
N17984,20.051948051948052,21,154
N474AA,6.905737704918033,21,244
N11140,6.5021097046413505,21,237
N3FSAA,11.656050955414013,21,157
N952WN,6.487323943661972,21,355
N16732,12.02247191011236,21,178
N457UA,16.11855670103093,21,194
N440SW,7.174041297935103,21,339
N455AA,12.401826484018265,21,219
N860AA,18.78240740740741,21,216
N227AG,4.729838709677419,21,248
N571UW,7.73469387755102,21,245
N18114,10.407960199004975,21,201
N185UW,10.582159624413146,21,213
N33289,25.976,21,125
N907DE,8.904605263157896,21,304
N68801,11.444444444444445,21,171
N131EV,11.440993788819876,21,161
N640AA,16.354609929078013,21,141
N24128,11.619047619047619,21,252
N446UA,16.34328358208955,21,201
N569JB,12.74712643678161,21,174
N753US,5.945378151260504,21,238
N738SK,11.595833333333333,21,240
N925DL,8.40655737704918,21,305
N26226,19.589285714285715,21,168
N187US,6.4227642276422765,21,246
N4XXAA,6.111553784860558,21,251
N584UW,7.283261802575107,21,233
N517JB,17.03205128205128,21,156
N336NB,15.743859649122808,21,285
N11181,10.818627450980392,21,204
N826MQ,13.00909090909091,21,220
N906DA,11.15648854961832,21,262
N485AA,8.773076923076923,21,260
N912EV,3.452449567723343,21,347
N794JB,12.552083333333334,21,192
N68452,23.785714285714285,21,168
N983DL,10.934362934362934,21,259
N954DN,7.6923076923076925,21,312
N21197,14.464516129032258,21,155
N13994,6.469194312796208,21,211
N680MQ,8.962025316455696,21,158
N922DX,11.323809523809524,21,315
N965DN,9.821548821548822,21,297
N908DA,8.097222222222221,21,288
N370NB,9.190697674418605,21,215
N862AS,2.0294840294840295,21,407
N37466,16.705882352941178,21,170
N53441,18.56774193548387,21,155
N436AA,7.506787330316742,21,221
N3ESAA,7.407960199004975,21,201
N12145,8.011070110701107,21,271
N921DN,12.398089171974522,21,314
N17108,11.447698744769875,21,239
N339NW,17.668508287292816,21,181
N15710,16.27777777777778,21,162
N767AS,8.287234042553191,21,282
N12195,3.767272727272727,21,275
N537UA,20.647727272727273,21,176
N489UA,11.591397849462366,21,186
N14143,5.90625,21,256
N8634A,8.408163265306122,21,294
N539US,8.716911764705882,21,272
N14562,9.684647302904564,21,241
N763AS,0.9568733153638814,21,371
N494AA,15.282700421940929,21,237
N480AA,20.798816568047336,21,169
N73445,17.06081081081081,21,148
N613JB,10.591623036649215,21,191
N14219,12.28804347826087,21,184
N994DL,14.385496183206106,21,262
N219AG,4.881944444444445,21,288
N73278,18.034246575342465,21,146
N953SW,6.497737556561086,21,221
N73275,13.924657534246576,21,146
N14974,6.174496644295302,21,298
N710UW,6.732558139534884,21,258
N73256,21.477064220183486,21,109
N439UA,14.3248730964467,21,197
N822AW,8.266949152542374,21,236
N840VA,7.422535211267606,21,213
N745VJ,7.639175257731959,21,291
N4WKAA,11.495934959349594,21,246
N112US,12.84331797235023,21,217
N963DL,8.142348754448399,21,281
N554CA,6.2947019867549665,21,302
N39475,18.666666666666668,21,165
N933AT,6.094117647058823,21,340
N76265,16.854748603351954,21,179
N3BCAA,16.48,21,175
N364NB,12.948356807511738,21,213
N927DN,12.290322580645162,21,248
N25134,15.341463414634147,20,205
N485UA,15.98857142857143,20,175
N789JB,15.434343434343434,20,198
N496AA,13.81338028169014,20,284
N5DJAA,45.12408759124087,20,137
N599AA,8.372448979591837,20,196
N598JB,8.625,20,168
N346NB,14.78974358974359,20,195
N8642E,6.682926829268292,20,287
N950UW,6.837696335078534,20,191
N14174,8.748663101604278,20,187
N938DN,13.633484162895927,20,221
N8624J,9.438775510204081,20,294
N14186,7.530035335689046,20,283
N166PQ,11.945945945945946,20,222
N8653A,7.086505190311419,20,289
N73276,16.54494382022472,20,178
N3CRAA,16.6734693877551,20,147
N484AA,13.318627450980392,20,204
N14242,19.423728813559322,20,177
N483UA,12.656716417910447,20,201
N910DE,9.282392026578073,20,301
N826UA,10.924444444444445,20,225
N87513,13.220994475138122,20,181
N27722,12.57516339869281,20,153
N3752,15.401408450704226,20,142
N758US,4.118705035971223,20,278
N77865,20.177966101694917,20,118
N854UA,10.022222222222222,20,225
N11551,5.1938775510204085,20,294
N528SW,3.5067961165048542,20,515
N39463,13.390243902439025,20,164
N760AS,7.844036697247707,20,218
N920DN,9.628787878787879,20,264
N357NW,7.58203125,20,256
N413UA,11.729591836734693,20,196
N77430,17.4,20,110
N831UA,9.481327800829876,20,241
N556UW,9.80952380952381,20,252
N11193,11.82010582010582,20,189
N504AA,6.0,20,249
N3BJAA,9.562162162162162,20,185
N459UA,13.126903553299492,20,197
N16149,5.512820512820513,20,273
N909DL,13.73913043478261,20,276
N41140,33.88235294117647,20,85
N929DN,11.293103448275861,20,232
N8314L,7.034965034965035,20,286
N931DN,8.53191489361702,20,282
N7701B,6.552380952380952,20,315
N121UW,8.870833333333334,20,240
N767UW,6.620087336244541,20,229
N406UA,13.424460431654676,20,139
N955AT,4.328313253012048,20,332
N770UW,7.379790940766551,20,287
N969DL,13.322259136212624,20,301
N12126,13.356223175965665,20,233
N29717,18.445859872611464,20,157
N76516,15.163742690058479,20,171
N21129,7.618867924528302,20,265
N21144,6.830388692579505,20,283
N8306H,8.846153846153847,20,260
N3GWAA,16.295454545454547,20,176
N548US,10.816964285714286,20,224
N310NW,16.98314606741573,20,178
N8325D,9.632231404958677,20,242
N3DYAA,14.394736842105264,20,190
N457SW,3.521857923497268,20,366
N894AT,8.796296296296296,20,216
N912WN,7.583333333333333,20,312
N635AA,21.05223880597015,20,134
N3FFAA,17.28723404255319,20,188
N23708,13.897142857142857,20,175
N514SW,4.329670329670329,20,273
N635VA,15.861702127659575,20,188
N28457,14.28048780487805,20,164
N3HPAA,13.099476439790577,20,191
N387DA,17.2317880794702,20,151
N13202,8.896039603960396,20,202
N18243,18.21604938271605,20,162
N476AA,9.544303797468354,20,237
N186US,12.289719626168225,20,214
N337NW,19.927710843373493,20,166
N989AT,8.923529411764706,20,340
N812UA,12.467455621301776,20,169
N755US,7.726591760299626,20,267
N754SK,10.21505376344086,20,186
N853UA,11.207920792079207,20,202
N8968E,11.384615384615385,20,156
N189UW,10.337448559670781,20,243
N852AA,8.034782608695652,20,230
N365NB,8.164658634538153,20,249
N504JB,12.507142857142858,20,140
N18220,15.077348066298342,20,181
N846UA,11.913875598086124,19,209
N933DN,10.828671328671328,19,286
N8629A,9.444029850746269,19,268
N834UA,13.618181818181819,19,220
N955DN,11.492424242424242,19,264
N914UY,8.420849420849422,19,259
N425AA,9.139442231075698,19,251
N636VA,12.508982035928144,19,167
N656AW,12.923728813559322,19,236
N26215,16.335227272727273,19,176
N198UW,4.898305084745763,19,236
N932DL,6.191275167785235,19,298
N14916,2.9114285714285715,19,350
N8322X,7.4021739130434785,19,276
N3JFAA,11.721311475409836,19,183
N37462,14.663716814159292,19,113
N69810,15.5,19,166
N8320J,9.0,19,269
N16911,5.717791411042945,19,326
N8611F,7.1875,19,288
N3MEAA,8.869791666666666,19,192
N698DL,7.340782122905028,19,179
N229JB,6.674074074074074,19,270
N3HGAA,10.685567010309278,19,194
N616QX,4.807829181494662,19,281
N8622A,8.944055944055943,19,286
N660SW,14.8989898989899,19,99
N5ELAA,24.106870229007633,19,131
N172US,8.807692307692308,19,234
N915DN,7.615384615384615,19,299
N17245,18.60431654676259,19,139
N3HKAA,10.48876404494382,19,178
N933DL,12.102112676056338,19,284
N3LUAA,7.78743961352657,19,207
N679AW,7.309012875536481,19,233
N827DN,8.637209302325582,19,215
N851AA,8.497737556561086,19,221
N12163,7.0,19,256
N484UA,10.138461538461538,19,195
N76503,21.066666666666666,19,120
N487CA,4.050531914893617,19,376
N764AS,0.8808864265927978,19,361
N446SW,5.906344410876133,19,331
N87512,19.41860465116279,19,172
N3CWAA,12.151162790697674,19,172
N444UA,8.6651376146789,19,218
N78448,15.225806451612904,19,155
N349NB,11.841409691629956,19,227
N4XRAA,7.5936254980079685,19,251
N997DL,10.006825938566553,19,293
N976DL,13.71859296482412,19,199
N910DL,6.352159468438538,19,301
N998DL,8.13,19,300
N27962,7.182481751824818,19,274
N125UW,9.110655737704919,19,244
N363NW,10.458167330677291,19,251
N87531,14.324324324324325,19,148
N529VA,8.723684210526315,19,228
N27733,14.326923076923077,19,156
N908DE,9.135048231511254,19,311
N3CLAA,9.264705882352942,19,170
N57870,20.486301369863014,19,146
N348NW,11.903448275862068,19,145
N364NW,7.004237288135593,19,236
N541UW,10.30232558139535,19,215
N3751B,15.725,19,160
N569UW,6.260089686098655,19,223
N7710A,5.136170212765958,19,235
N38727,12.379310344827585,19,145
N298SW,8.409090909090908,19,242
N3JWAA,12.258241758241759,19,182
N13716,14.126373626373626,19,182
N56859,15.69767441860465,19,129
N977AT,9.314705882352941,19,340
N38454,12.841726618705035,19,139
N556JB,21.548387096774192,19,155
N76254,18.761363636363637,19,176
N513AA,9.67871485943775,19,249
N355NB,7.735930735930736,19,231
N3BHAA,10.188481675392671,19,191
N321NB,8.557553956834532,19,278
N724UW,6.2664092664092665,19,259
N823AS,1.2813455657492354,19,327
N909DE,9.701183431952662,19,338
N72405,13.280821917808218,19,146
N802SK,5.264214046822742,19,299
N525SW,2.053072625698324,19,358
N490UA,12.734375,19,192
N816AW,3.8986013986013988,19,286
N4YPAA,6.960698689956332,19,229
N39297,16.136363636363637,19,110
N521UW,7.895652173913043,19,230
N490HA,5.600694444444445,19,288
N28529,3.07202216066482,19,361
N928DN,6.45514950166113,19,301
N8650F,6.3780918727915195,19,283
N36915,5.773885350318471,19,314
N7729A,10.725274725274724,19,182
N905DL,9.503246753246753,19,308
N923DN,7.076411960132891,19,301
N477UA,15.60752688172043,19,186
N343NB,19.54090909090909,19,220
N936EV,4.732352941176471,19,340
N470UA,9.86910994764398,19,191
N470AA,17.617424242424242,19,264
N79521,17.50943396226415,19,159
N502AA,12.790598290598291,19,234
N003AA,21.822222222222223,19,135
N810UA,14.954954954954955,18,222
N75858,16.464285714285715,18,140
N69804,11.394618834080717,18,223
N689DL,11.837837837837839,18,185
N3BDAA,10.702970297029703,18,202
N788AS,4.840816326530613,18,245
N548AA,11.76,18,175
N360NB,11.13215859030837,18,227
N461SW,6.696078431372549,18,306
N481AA,7.725868725868726,18,259
N813AW,5.230769230769231,18,286
N900WN,7.235649546827794,18,331
N460SW,1.9971014492753623,18,345
N945DL,4.70846394984326,18,319
N900DE,6.0,18,306
N025AA,12.73913043478261,18,138
N15973,5.473214285714286,18,336
N359NW,9.518672199170124,18,241
N625CA,4.7105263157894735,18,304
N33264,18.450292397660817,18,171
N905DE,8.261363636363637,18,264
N3HSAA,18.32777777777778,18,180
N957AT,10.608365019011407,18,263
N514UA,14.409395973154362,18,149
N39418,12.872832369942197,18,173
N19554,1.9133126934984521,18,323
N194UW,10.632911392405063,18,158
N39416,12.738095238095237,18,168
N987DL,8.537878787878787,18,264
N356NW,7.376146788990826,18,218
N16170,8.194570135746606,18,221
N8323C,5.022304832713755,18,269
N817DN,10.782222222222222,18,225
N3772H,12.92361111111111,18,144
N929DL,10.247706422018348,18,327
N104UW,9.480851063829787,18,235
