TAIL_NUMBER,AVG_DELAY,PROPAGATION_COUNT,TOTAL_FLIGHTS
N936WN,8.531806615776082,40,393
N7737E,11.725947521865889,40,343
N15574,13.445205479452055,40,292
N248WN,10.289693593314762,40,359
N730SK,16.992592592592594,40,270
N7708E,8.705357142857142,40,336
N211WN,10.452095808383234,40,334
N814SK,17.722419928825623,40,281
N15983,8.860248447204969,40,322
N783SW,7.76750700280112,40,357
N642WN,9.2707182320442,40,362
N907DL,16.013377926421406,39,299
N207FR,19.037209302325582,39,215
N356SW,11.963190184049079,39,326
N938WN,12.051282051282051,39,351
N324JB,10.06832298136646,39,322
N951WN,10.898630136986302,39,365
N707SA,8.510810810810812,39,370
N7749B,10.863128491620111,39,358
N954UW,12.682926829268293,39,287
N477HA,0.2360939431396786,39,809
N488HA,1.24937343358396,39,798
N7721E,7.323033707865169,39,356
N708JB,19.678899082568808,39,218
N868CA,4.555803571428571,39,448
N466WN,11.309037900874635,39,343
N923EV,10.914473684210526,39,304
N421LV,10.725761772853186,39,361
N550WN,10.899425287356323,39,348
N750SA,12.044321329639889,39,361
N291WN,6.852054794520548,39,365
N643JB,17.437837837837836,39,185
N918MQ,9.633928571428571,39,336
N601WN,8.89119170984456,39,386
N731SA,10.119777158774374,39,359
N652MQ,24.0,39,129
N928SW,12.935754189944134,39,358
N298JB,15.416129032258064,39,310
N795SW,13.49034749034749,39,259
N654MQ,11.676646706586826,39,334
N267JB,9.388405797101449,39,345
N580JB,25.897142857142857,39,175
N267WN,11.219931271477662,39,291
N740SK,12.698996655518394,39,299
N593JB,20.934883720930234,39,215
N948UW,9.3993399339934,39,303
N659MQ,18.355555555555554,39,225
N428WN,10.493112947658402,39,363
N251WN,11.434402332361516,39,343
N690MQ,10.64459930313589,39,287
N240WN,10.659090909090908,39,352
N821MQ,11.394849785407725,39,233
N969WN,7.922043010752688,39,372
N776WN,7.306629834254144,39,362
N934WN,13.0945558739255,39,349
N816SK,12.198795180722891,39,332
N607JB,32.75,39,176
N456WN,10.424657534246576,39,365
N956WN,9.745098039215685,39,357
N442SW,14.0,39,327
N203WN,14.809128630705395,39,241
N546MQ,14.927272727272728,39,275
N7724A,9.469178082191782,38,292
N66814,18.153846153846153,38,195
N626MQ,19.7431906614786,38,257
N340LV,7.40934065934066,38,364
N965SW,10.80373831775701,38,321
N7752B,12.014792899408285,38,338
N7747C,11.53035143769968,38,313
N927WN,10.663072776280323,38,371
N206FR,15.876106194690266,38,226
N14923,12.246006389776358,38,313
N206JB,10.781155015197568,38,329
N963WN,9.063013698630137,38,365
N495WN,10.648936170212766,38,376
N854MQ,14.537037037037036,38,270
N792SK,13.822314049586776,38,242
N674MQ,21.610837438423644,38,203
N938AT,13.537190082644628,38,242
N489HA,1.0268741159830268,38,707
N931DL,11.53943217665615,38,317
N211FR,19.225274725274726,38,182
N851AS,15.547826086956523,38,230
N707SK,22.602459016393443,38,244
N14573,10.068767908309455,38,349
N114SY,22.92982456140351,38,228
N969AT,20.665413533834588,38,266
N483HA,-0.23617339312406577,38,669
N351JB,15.186206896551724,38,290
N630JB,26.92063492063492,38,189
N487WN,11.252906976744185,38,344
N573AA,11.553359683794467,38,253
N861AS,11.379679144385026,38,374
N256WN,10.390934844192634,38,353
N717EV,26.689265536723163,38,177
N558JB,21.932735426008968,38,223
N946UW,10.92332268370607,38,313
N946WN,9.523415977961433,38,363
N766SK,16.678861788617887,38,246
N280WN,11.087078651685394,38,356
N742SW,9.944289693593316,38,359
N752SK,15.691304347826087,38,230
N547JB,22.61187214611872,38,219
N512NK,10.986013986013987,38,286
N222WN,8.277286135693215,38,339
N824SK,8.087227414330219,38,321
N732SK,14.635036496350365,38,274
N613SK,12.506224066390041,38,241
N127SY,19.621890547263682,38,201
N584SW,12.033519553072626,38,358
N528AA,14.307432432432432,37,296
N77431,27.106508875739646,37,169
N851MQ,23.988826815642458,37,179
N521SW,10.601374570446735,37,291
N625NK,16.431226765799256,37,269
N373JB,9.866043613707165,37,321
N232WN,10.526315789473685,37,342
N932FR,17.595890410958905,37,292
N905SW,8.162420382165605,37,314
N208FR,22.958677685950413,37,242
N766SW,8.610354223433243,37,367
N528NK,14.348242811501597,37,313
N201FR,19.882653061224488,37,196
N751SW,9.540229885057471,37,348
N780SW,7.747222222222222,37,360
N452WN,13.033033033033034,37,333
N951UW,18.517073170731706,37,205
N447WN,8.450134770889488,37,371
N726SW,14.290566037735848,37,265
N309JB,14.849840255591054,37,313
N701SK,13.895833333333334,37,240
N602NK,13.745762711864407,37,236
N724SK,20.366533864541832,37,251
N230WN,8.387533875338754,37,369
N192JB,16.12171052631579,37,304
N607LR,13.647509578544062,37,261
N464WN,9.613888888888889,37,360
N679MQ,13.531645569620252,37,237
N455CA,9.652941176470588,37,340
N261WN,7.662234042553192,37,376
N14203,15.194444444444445,37,216
N578SW,9.929113924050633,37,395
N493WN,11.002915451895044,37,343
N796SW,8.614147909967846,37,311
N772SW,9.973451327433628,37,339
N847UA,16.4468085106383,37,235
N508JB,19.409756097560976,37,205
N4WLAA,15.926640926640927,37,259
N487HA,0.6624649859943977,37,714
N568SW,8.949367088607595,37,316
N588JB,16.86190476190476,37,210
N14148,13.688034188034187,37,234
N374SW,14.155251141552512,37,219
N384SW,9.485875706214689,37,354
N927AT,15.335195530726256,37,358
N568JB,16.47196261682243,37,214
N921WN,12.455801104972375,37,362
N817SK,9.662921348314606,36,356
N806JB,15.469767441860466,36,215
N958AT,14.462837837837839,36,296
N964SW,8.382513661202186,36,366
N998AT,12.330409356725147,36,342
N138EV,14.975,36,240
N627NK,6.009646302250804,36,311
N736SA,10.13941018766756,36,373
N798SW,10.853333333333333,36,300
N272WN,7.558139534883721,36,258
N847AS,6.135135135135135,36,407
N756SA,8.202941176470588,36,340
N13992,8.052631578947368,36,342
N710SW,10.460893854748603,36,358
N417SW,4.785714285714286,36,420
N732SW,11.134328358208956,36,335
N453SW,5.91869918699187,36,369
N914EV,9.075,36,360
N931WN,11.858490566037736,36,318
N968WN,8.795518207282914,36,357
N681MQ,9.273913043478261,36,230
N64809,15.705583756345177,36,197
N413WN,8.954802259887005,36,354
N745SK,10.854961832061068,36,262
N835AS,14.0,36,291
N793SK,13.481481481481481,36,270
N105SY,32.467289719626166,36,214
N68821,18.984455958549223,36,193
N375JB,8.754545454545454,36,330
N422WN,12.62300319488818,36,313
N109SY,19.420353982300885,36,226
N929AT,14.257971014492753,36,345
N13123,16.922131147540984,36,244
N931EV,8.703504043126685,36,371
N434AA,19.145228215767634,36,241
N506JB,21.004566210045663,36,219
N944WN,9.928366762177651,36,349
N224WN,10.034285714285714,36,350
N856AS,13.066838046272494,36,389
N491WN,11.236923076923077,36,325
N936DN,10.723723723723724,36,333
N12563,8.145962732919255,36,322
N720WN,6.737288135593221,36,354
N473WN,10.126801152737752,36,347
N716SW,9.110169491525424,36,354
N496WN,8.351724137931035,36,290
N353JB,11.095238095238095,36,315
N318JB,10.559270516717325,36,329
N7750A,10.173020527859238,36,341
N7709A,11.087323943661971,36,355
N623JB,20.961165048543688,36,206
N825UA,16.062780269058297,36,223
N526JB,21.52,36,200
N940WN,9.002785515320335,36,359
N7733B,9.899425287356323,36,348
N11176,12.640449438202246,36,267
N609SK,8.66,36,300
N120SY,21.11520737327189,36,217
N216FR,23.81382978723404,36,188
N226WN,9.336158192090396,36,354
N7748A,9.440111420612814,36,359
N730SW,11.595505617977528,35,267
N12136,14.486274509803922,35,255
N12160,13.250922509225092,35,271
N728SW,13.630952380952381,35,252
N708SW,8.651685393258427,35,356
N14542,8.342767295597485,35,318
N706SK,15.64186046511628,35,215
N524JB,23.875739644970412,35,169
N530NK,13.29235880398671,35,301
N790SK,14.170731707317072,35,246
N7742B,11.01,35,300
N718SW,12.175438596491228,35,342
N749SW,8.078488372093023,35,344
N785SK,10.38022813688213,35,263
N8318F,10.071917808219178,35,292
N967SW,10.778501628664495,35,307
N566JB,18.782608695652176,35,207
N209WN,8.61049723756906,35,362
N920EV,10.61439588688946,35,389
N559AA,14.817829457364342,35,258
N7707C,6.94750656167979,35,381
N954SW,13.338028169014084,35,284
N974DL,13.256410256410257,35,312
N406WN,9.666666666666666,35,354
N423WN,11.621451104100947,35,317
N474WN,9.898351648351648,35,364
N187JB,17.03921568627451,35,255
N427SW,14.838888888888889,35,360
N605JB,18.153488372093022,35,215
N13913,10.408668730650154,35,323
N952DL,11.885017421602788,35,287
N12922,8.723905723905723,35,297
N657JB,20.964824120603016,35,199
N985AT,17.502092050209207,35,239
N758SW,11.292682926829269,35,328
N387SW,10.34451219512195,35,328
N444WN,7.024,35,375
N705SW,10.092957746478874,35,355
N817MQ,13.59016393442623,35,183
N722EV,14.511278195488721,35,266
N779SK,12.063492063492063,35,252
N956SW,17.95983935742972,35,249
N201LV,10.538745387453874,35,271
N870AS,7.143631436314363,35,369
N7715E,10.2874251497006,35,334
N257WN,8.144970414201184,35,338
N621JB,22.07943925233645,35,214
N795SK,17.634751773049647,35,282
N298WN,8.803468208092486,35,346
N15555,8.421052631578947,35,342
N489WN,10.889212827988338,35,343
N906WN,9.493243243243244,35,296
N648JB,18.701657458563535,34,181
N570JB,22.20394736842105,34,152
N839AS,11.452941176470588,34,340
N919EV,6.378865979381444,34,388
N259WN,8.684065934065934,34,364
N793SA,10.80058651026393,34,341
N809MQ,25.050420168067227,34,119
N710SK,17.677966101694917,34,236
N116SY,16.38974358974359,34,195
N13566,10.821958456973293,34,337
N14158,13.091254752851711,34,263
N7706A,8.26525198938992,34,377
N796JB,17.391304347826086,34,230
N16525,6.714705882352941,34,340
N67812,18.03791469194313,34,211
N649JB,14.842391304347826,34,184
N378SW,9.179063360881543,34,363
N741EV,12.962068965517242,34,290
N7714B,9.877551020408163,34,343
N740SW,20.261306532663315,34,199
N914DN,13.440298507462687,34,268
N765AS,0.08177570093457943,34,428
N290SW,13.70863309352518,34,278
N774SW,8.979651162790697,34,344
N15572,12.873065015479876,34,323
N526VA,11.60759493670886,34,237
N14993,11.516891891891891,34,296
N464SW,3.781767955801105,34,362
N68836,18.502538071065988,34,197
N975AT,13.309090909090909,34,330
N418SW,13.248447204968944,34,322
N911DA,19.46590909090909,34,264
N908DL,18.73103448275862,34,290
N407WN,9.599439775910364,34,357
N555LV,10.670926517571885,34,313
N960WN,9.21111111111111,34,360
N530MQ,27.445497630331754,34,211
N748SK,11.073359073359073,34,259
N678CA,19.99103139013453,34,223
N12216,18.59016393442623,34,183
N607NK,15.327731092436975,34,238
N640JB,24.74871794871795,34,195
N7702A,6.03125,34,352
N802UA,20.63849765258216,33,213
N764SK,12.214035087719298,33,285
N511SW,4.857692307692307,33,520
N613QX,10.258426966292134,33,267
N669SW,12.014760147601477,33,271
N510JB,15.47391304347826,33,230
N656JB,19.97948717948718,33,195
N541AA,13.552238805970148,33,268
N534JB,13.971153846153847,33,208
N463WN,9.034285714285714,33,350
N606SK,9.039877300613497,33,326
N624AW,11.099264705882353,33,272
N615NK,13.9812734082397,33,267
N763JB,13.434389140271493,33,221
N701GS,10.428994082840237,33,338
N391SW,20.091463414634145,33,164
N762SK,18.813333333333333,33,225
N615JB,19.74585635359116,33,181
N871AS,11.478260869565217,33,368
N779JB,14.864734299516908,33,207
N753SK,14.762331838565023,33,223
N7705A,8.986033519553073,33,358
N54711,16.816216216216215,33,185
N631NK,9.076452599388379,33,327
N8605E,19.58843537414966,33,294
N521JB,23.976878612716764,33,173
N746JB,15.817757009345794,33,214
N700GS,7.649275362318841,33,345
N67815,16.714975845410628,33,207
N646JB,23.243093922651934,33,181
N7736A,9.943521594684386,33,301
N661JB,18.718592964824122,33,199
N618JB,18.713513513513515,33,185
N636NK,18.53191489361702,33,188
N636JB,19.30054644808743,33,183
N551WN,8.880681818181818,33,352
N489AA,10.346153846153847,33,260
N750UW,13.299180327868852,33,244
N766JB,21.472826086956523,33,184
N743SW,9.492492492492492,33,333
N39423,16.34659090909091,33,176
N770SK,13.414814814814815,33,270
N728SK,12.305882352941177,33,255
N430UA,18.213270142180093,33,211
N430WN,8.02102102102102,33,333
N563JB,15.464114832535886,33,209
N571JB,20.652968036529682,33,219
N902WN,10.253424657534246,33,292
N435SW,5.570731707317073,33,410
N7814B,8.860182370820668,33,329
N478WN,11.07267441860465,33,344
N13995,6.619402985074627,33,268
N949UW,11.814814814814815,33,270
N320US,16.166666666666668,33,198
N228PQ,11.265217391304347,33,230
N231WN,8.912121212121212,33,330
N354JB,14.177121771217712,33,271
N954WN,10.916897506925208,33,361
N252WN,10.025,33,360
N202AA,19.653696498054476,33,257
N14125,12.731092436974789,33,238
N352NW,16.683168316831683,33,202
N11536,6.6080246913580245,33,324
N16178,10.727272727272727,33,286
N291SW,5.218225419664269,33,417
N13979,12.931372549019608,33,306
N13975,9.848765432098766,33,324
N11539,11.55015197568389,33,329
N962WN,6.191256830601093,33,366
N13965,7.585209003215434,33,311
N13908,12.681818181818182,33,352
N961AT,17.334586466165412,33,266
N948WN,6.5706051873198845,33,347
N368SW,8.378737541528238,32,301
N238WN,6.478386167146974,32,347
N250WN,7.627840909090909,32,352
N979EV,10.38125,32,320
N942WN,8.202469135802469,32,405
N37274,19.335135135135136,32,185
N827AW,10.394736842105264,32,304
N273WN,7.8128834355828225,32,326
N754UW,15.154867256637168,32,226
N702SK,11.239043824701195,32,251
N12924,7.105413105413105,32,351
N274WN,11.202846975088969,32,281
N932SW,11.422382671480145,32,277
N317JB,12.612040133779264,32,299
N922WN,7.052924791086351,32,359
N366NB,18.285714285714285,32,224
N69839,19.166666666666668,32,180
N612QX,14.380165289256198,32,242
N273JB,12.385159010600706,32,283
N429WN,7.8841807909604515,32,354
N549CA,11.693333333333333,32,300
N13989,11.104761904761904,32,315
N454WN,11.667752442996743,32,307
N893AT,12.08125,32,320
N269WN,11.651851851851852,32,270
N13964,14.785714285714286,32,322
N764US,9.535849056603773,32,265
N884AS,8.80167597765363,32,358
N3AMAA,18.661458333333332,32,192
N758EV,9.718120805369127,32,298
N8654B,14.226480836236934,32,287
N13553,9.82808022922636,32,349
N13997,9.95398773006135,32,326
N265JB,8.659498207885305,32,279
N554JB,19.875555555555554,32,225
N718EV,12.523297491039427,32,279
N600QX,20.970731707317075,32,205
N769AS,9.474264705882353,32,272
N848UA,12.93939393939394,32,231
N447UA,18.318181818181817,32,154
N525US,6.3238095238095235,32,315
N638JB,20.26341463414634,32,205
N482AA,12.354066985645932,32,209
N817UA,15.94954128440367,32,218
N493HA,-0.019204389574759947,32,729
N497WN,11.280898876404494,32,356
N403AA,12.311004784688995,32,209
N916DE,15.634920634920634,32,315
N960AT,11.065359477124183,32,306
N68817,18.48148148148148,32,189
N927EV,8.07948717948718,32,390
N337NB,9.903333333333334,32,300
N629NK,8.586750788643533,32,317
N4YLAA,11.199203187250996,32,251
N66828,18.41111111111111,32,180
N788SK,10.181132075471698,32,265
N622SW,10.986547085201794,32,223
N924DN,9.456140350877194,32,285
N7751A,7.571428571428571,32,329
N488WN,8.092537313432835,32,335
N113SY,17.69047619047619,32,210
N953UW,8.600896860986547,32,223
N964WN,9.407932011331445,32,353
N11194,7.925925925925926,32,297
N953WN,6.884097035040432,32,371
N788SA,9.095367847411444,32,367
N807SK,5.407407407407407,32,378
N797MX,12.327464788732394,32,284
N212WN,8.35774647887324,32,355
N136EV,30.007194244604317,31,139
N665JB,17.75,31,216
N439SW,17.70567375886525,31,282
N746SK,11.819852941176471,31,272
N844AS,7.719072164948454,31,388
N66825,15.188073394495413,31,218
N586JB,18.106060606060606,31,198
N959UW,11.172161172161172,31,273
N445SW,7.410094637223975,31,317
N751EV,12.525252525252526,31,297
N16963,11.830128205128204,31,312
N869AS,2.7522727272727274,31,440
N961WN,5.78125,31,352
N18120,15.307984790874524,31,263
N862AA,18.656410256410258,31,195
N66831,18.6555023923445,31,209
N833MQ,13.39090909090909,31,220
N216JB,8.536050156739812,31,319
N954AT,10.255072463768116,31,345
N692MQ,8.260736196319018,31,326
N917DE,8.659442724458204,31,323
N41104,7.446428571428571,31,280
N830AS,13.10948905109489,31,137
N605SW,15.0,31,182
N709SK,17.406639004149376,31,241
N426WN,8.495934959349594,31,369
N14177,11.484375,31,256
N204WN,7.970370370370371,31,270
N403WN,8.808219178082192,31,292
N8603F,13.857651245551601,31,281
N716EV,14.728813559322035,31,236
N967AT,15.97704918032787,31,305
N915WN,10.928571428571429,31,308
N676CA,12.800738007380074,31,271
N433UA,16.178571428571427,31,196
N197PQ,13.401574803149606,31,254
N217JC,8.4540059347181,31,337
N628NK,9.236162361623617,31,271
N729SW,6.383783783783784,31,370
N8639B,9.57986111111111,31,288
N699BR,21.84472049689441,31,161
N926DH,16.333333333333332,31,282
N525VA,18.14666666666667,31,225
N507JB,18.446700507614214,31,197
N902DA,11.43728813559322,31,295
N939DN,15.1280276816609,31,289
N467AA,7.851145038167939,31,262
N504NK,10.272727272727273,31,242
N12540,10.629969418960245,31,327
N920WN,7.902077151335312,31,337
N561JB,21.566666666666666,31,180
N505NK,8.599348534201955,31,307
N905WN,8.134556574923547,31,327
N991AT,6.271468144044321,31,361
N508AA,12.886274509803922,31,255
N11184,8.73469387755102,31,294
N922DL,10.386292834890966,31,321
N124SY,21.22043010752688,31,186
N778AS,14.088983050847459,31,236
N553WN,10.707407407407407,31,270
N29906,8.173913043478262,31,276
N906DL,10.345276872964169,31,307
N4YNAA,16.858921161825727,31,241
N946DL,10.824242424242424,31,330
N11547,9.096666666666666,31,300
N38467,17.672514619883042,31,171
N754SW,9.689969604863222,31,329
N986CA,19.21081081081081,31,185
N986AT,11.272151898734178,31,316
N981DL,12.767295597484276,31,318
N755SK,17.309178743961354,31,207
N48901,6.217765042979942,31,349
N283JB,12.551839464882944,31,299
N947UW,8.055921052631579,31,304
N7704B,8.840336134453782,31,357
N920DL,9.55591054313099,31,313
N947SW,12.152,31,250
N4WPAA,20.311827956989248,31,186
N8903A,6.083102493074792,31,361
N529UA,27.005681818181817,31,176
N7744A,7.073333333333333,30,300
N8308K,9.996350364963504,30,274
N520AA,8.976923076923077,30,260
N612SW,7.904929577464789,30,284
N11192,10.224899598393574,30,249
N210WN,11.854938271604938,30,324
N693CA,5.813609467455621,30,338
N206WN,8.482213438735178,30,253
N411UA,19.843575418994412,30,179
N523JB,17.571428571428573,30,182
N334JB,12.738095238095237,30,210
N475WN,5.710843373493976,30,332
N669MQ,14.705555555555556,30,180
N847MQ,11.610837438423646,30,203
N492HA,0.726123595505618,30,712
N804SK,10.868589743589743,30,312
N850AS,16.39245283018868,30,265
N183UW,12.898617511520737,30,217
N662MQ,12.290429042904291,30,303
N4XSAA,11.723849372384937,30,239
N634JB,16.443298969072163,30,194
N633NK,10.262798634812286,30,293
N833UA,14.716346153846153,30,208
N202WN,7.209809264305177,30,367
N814MQ,11.344827586206897,30,261
N526NK,7.106109324758842,30,311
N7811F,7.907246376811594,30,345
N401WN,8.309352517985612,30,278
N515SW,3.370967741935484,30,434
N625JB,19.44148936170213,30,188
N968AT,11.921212121212122,30,330
N8313F,9.81021897810219,30,274
N779SW,9.681440443213296,30,361
N469WN,10.605113636363637,30,352
N27239,19.634831460674157,30,178
N975DL,9.074193548387097,30,310
N585JB,20.657754010695186,30,187
N265WN,8.455040871934605,30,367
N13718,17.227777777777778,30,180
N973DL,14.076219512195122,30,328
N27152,13.027559055118111,30,254
N553NW,7.291525423728814,30,295
N908WN,7.430232558139535,30,344
N570AA,15.22421524663677,30,223
N262WN,8.896067415730338,30,356
N76528,13.752808988764045,30,178
N568AA,14.78714859437751,30,249
N556AA,11.98046875,30,256
N944UW,7.405970149253731,30,335
N763SK,15.691176470588236,30,204
N921AT,15.445714285714285,30,350
N595JB,18.223809523809525,30,210
N427WN,6.522911051212938,30,371
N821JB,10.474103585657371,30,251
N705JB,13.58590308370044,30,227
N247WN,7.204918032786885,30,366
N37287,19.3841059602649,30,151
N748SW,7.945244956772334,30,347
N529JB,13.463963963963964,30,222
N278WN,8.594827586206897,30,348
N12122,9.74436090225564,30,266
N606JB,20.96276595744681,30,188
N466SW,4.489795918367347,30,441
N757UW,7.798107255520505,30,317
N652JB,15.49468085106383,30,188
N562JB,12.92,30,200
N709EV,10.186495176848874,30,311
N8600F,13.129251700680273,30,294
N492SW,2.026315789473684,29,418
N563SW,8.340599455040872,29,367
N959SW,13.802575107296137,29,233
N277WN,7.55774647887324,29,355
N488AA,13.739285714285714,29,280
N441SW,9.069486404833837,29,331
N17719,19.835365853658537,29,164
N946DN,13.90311418685121,29,289
N959WN,7.26246719160105,29,381
N3KYAA,11.098039215686274,29,204
N633SW,9.610795454545455,29,352
N4XLAA,7.556818181818182,29,264
N4XTAA,19.36697247706422,29,218
N18557,5.508928571428571,29,336
N937EV,13.321568627450981,29,255
N935FR,6.630434782608695,29,322
N480WN,7.684210526315789,29,342
N205WN,8.780669144981413,29,269
N448WN,6.122023809523809,29,336
N613NK,7.463035019455253,29,257
N321US,21.52542372881356,29,177
N910WN,9.328413284132841,29,271
N941WN,8.459016393442623,29,366
N605QX,12.31095406360424,29,283
N323JB,12.32183908045977,29,261
N35407,23.479768786127167,29,173
N409WN,9.045454545454545,29,352
N604NK,7.3088235294117645,29,272
N519UW,11.377272727272727,29,220
N466AA,11.334507042253522,29,284
N462WN,7.6676829268292686,29,328
N8630B,9.158450704225352,29,284
N955UW,8.236245954692556,29,309
N37255,19.917127071823206,29,181
N294WN,8.67605633802817,29,355
N404WN,6.4986225895316805,29,363
N476UA,16.53917050691244,29,217
N476WN,8.232686980609419,29,361
N8625A,11.035211267605634,29,284
N198JB,9.60797342192691,29,301
N953DL,14.451048951048952,29,286
N197UW,14.352422907488986,29,227
N459WN,7.312703583061889,29,307
N195PQ,11.172413793103448,29,232
N445UA,22.036866359447004,29,217
N907WN,11.871069182389936,29,318
N8328A,10.42910447761194,29,268
N7739A,8.807692307692308,29,364
N37470,19.445859872611464,29,157
N12921,11.74367088607595,29,316
N985DL,12.122302158273381,29,278
N841AS,19.616666666666667,29,180
N730EV,13.963576158940397,29,302
N663JB,15.16184971098266,29,173
N738CB,9.984756097560975,29,328
N921FR,12.973282442748092,29,262
N830MQ,16.25691699604743,29,253
N3CTAA,21.98159509202454,29,163
N744SK,12.357692307692307,29,260
N762US,7.797979797979798,29,297
N12567,9.12962962962963,29,324
N14950,8.912772585669781,29,321
N751SK,10.724806201550388,29,258
N752SW,5.991379310344827,29,348
N966AT,16.038961038961038,29,308
N760US,8.81496062992126,29,254
N760SK,11.486891385767791,29,267
N918WN,9.386759581881533,29,287
N117UW,16.236363636363638,29,220
N14116,9.49290780141844,29,282
N784SW,6.682779456193353,29,331
N796SK,10.771428571428572,29,280
N926DL,6.767213114754099,29,305
N711HK,11.438438438438439,29,333
N715SK,12.164835164835164,29,273
N965DL,13.59468438538206,29,301
N69826,14.095959595959595,29,198
N786SK,15.528688524590164,29,244
N981AT,7.770083102493075,29,361
N69819,15.488888888888889,29,180
N14168,9.09274193548387,29,248
N14991,10.267326732673267,29,303
N13161,10.138576779026216,28,267
N448SW,10.297142857142857,28,350
N8623F,10.777372262773723,28,274
N14904,5.832826747720365,28,329
N582CA,18.587755102040816,28,245
N859AS,8.115089514066495,28,391
N146PQ,14.925,28,240
N827AS,18.352040816326532,28,196
N8617E,8.364583333333334,28,288
N13978,5.336231884057971,28,345
N585AA,11.276978417266188,28,278
N73259,15.676470588235293,28,204
N71411,16.49171270718232,28,181
N135EV,12.868995633187772,28,229
N978AT,9.383720930232558,28,344
N723UW,10.5,28,252
N719SW,7.957142857142857,28,350
N27200,15.532710280373832,28,214
N717SA,8.01056338028169,28,284
N590JB,17.265625,28,192
N14173,8.205882352941176,28,204
N17185,9.633858267716535,28,254
N576AA,11.28110599078341,28,217
N505JB,15.232558139534884,28,172
N77518,18.1864406779661,28,177
N936DL,12.7682119205298,28,302
N11187,12.127572016460906,28,243
N327NB,12.051282051282051,28,312
N928EV,12.698181818181817,28,275
N103US,13.218623481781377,28,247
N784JB,19.472081218274113,28,197
N339JB,9.645454545454545,28,330
N77258,17.385026737967916,28,187
N500WR,9.38566552901024,28,293
N481WN,8.384831460674157,28,356
N925EV,8.307246376811595,28,345
N790SW,7.669444444444444,28,360
N385DN,16.180232558139537,28,172
N484HA,-0.8998646820027063,28,739
N4XDAA,22.88,28,225
N7728D,6.104651162790698,28,344
N468WN,5.7844827586206895,28,348
N12900,5.928327645051194,28,293
N288WN,6.4872521246458925,28,353
N891AT,13.305647840531561,28,301
N76269,23.798882681564248,28,179
N930EV,11.48828125,28,256
N566AA,17.39269406392694,28,219
N565UW,13.103603603603604,28,222
N562SW,20.95260663507109,28,211
N945WN,8.055851063829786,28,376
N12221,17.3551912568306,28,183
N468CA,5.44529262086514,28,393
N293WN,7.517711171662126,28,367
N768JB,15.73972602739726,28,219
N463UA,17.82608695652174,28,207
N903DE,9.27331189710611,28,311
N54241,16.35542168674699,28,166
N12167,11.064638783269961,28,263
N904DL,10.957055214723926,28,326
N22909,10.316129032258065,28,310
N913DL,9.668989547038327,28,287
N68811,13.527777777777779,28,216
N221SW,8.756653992395437,28,263
N18102,8.330985915492958,28,284
N18101,8.308550185873607,28,269
N17138,8.96484375,28,256
N402WN,10.316602316602317,28,259
N695CA,14.413793103448276,28,203
N954DL,11.268518518518519,28,324
N912DL,19.62012987012987,28,308
N956DL,14.426470588235293,28,272
N691CA,12.987951807228916,28,249
N15986,8.335664335664335,28,286
N16919,9.624595469255663,28,309
N69835,13.687782805429864,28,221
N617QX,6.806853582554517,28,321
N63820,18.09547738693467,28,199
N178JB,7.69283276450512,28,293
N651SW,9.6328125,28,384
N850UA,14.472222222222221,28,216
N491AA,15.63671875,28,256
N68453,16.86904761904762,28,168
N18556,4.966666666666667,28,330
N33262,16.13450292397661,27,171
N840AS,9.2316715542522,27,341
N11164,7.404332129963899,27,277
N520JB,15.911458333333334,27,192
N11107,11.501930501930502,27,259
N11150,7.881040892193308,27,269
N8317M,7.670138888888889,27,288
N475UA,15.766169154228855,27,201
N855AA,11.829268292682928,27,205
N15910,6.392757660167131,27,359
N585SW,4.967261904761905,27,336
N823UA,13.344978165938864,27,229
N15912,10.33228840125392,27,319
N13538,7.015105740181269,27,331
N774SK,10.339920948616601,27,253
N823MQ,13.068548387096774,27,248
N27205,24.41988950276243,27,181
N322NB,9.953125,27,256
N12967,8.939716312056738,27,282
N12201,9.461794019933555,27,301
N66803,14.582857142857144,27,175
N122US,12.761316872427983,27,243
N16713,17.57777777777778,27,180
N76522,14.32972972972973,27,185
N76502,14.461928934010153,27,197
N12172,11.788679245283019,27,265
N835UA,10.363636363636363,27,231
N633JB,18.134883720930233,27,215
N536JB,18.72972972972973,27,222
N36247,22.601503759398497,27,133
N632JB,15.014354066985646,27,209
N565JB,15.308823529411764,27,204
N957UW,7.130158730158731,27,315
N832AS,11.158798283261802,27,233
N12569,11.214705882352941,27,340
N673MQ,25.722689075630253,27,119
N659JB,18.0,27,189
N8923A,11.957654723127035,27,307
N19966,14.13127413127413,27,259
N7738A,7.043227665706052,27,347
N641CA,7.14375,27,320
N733SA,7.1037463976945245,27,347
N57869,24.49645390070922,27,141
N450WN,6.398255813953488,27,344
N822UA,13.346846846846846,27,222
N296WN,5.254847645429363,27,361
N234WN,9.779411764705882,27,340
N4YEAA,17.216666666666665,27,240
N264LV,10.067605633802817,27,355
N493UA,12.80188679245283,27,212
N499AA,9.866666666666667,27,225
N917DL,14.632958801498127,27,267
N4YUAA,17.858407079646017,27,226
N811UA,18.68348623853211,27,218
N412WN,8.747899159663865,27,357
N487UA,12.340807174887892,27,223
N249JB,7.517006802721088,27,294
N69829,14.387434554973822,27,191
N14902,5.3198847262247835,27,347
N715JB,14.532663316582914,27,199
N17233,13.40625,27,192
N69833,17.940828402366865,27,169
